sentence,title,author,year,chunk_id,inferred_emotion,inferred_emotion
"we are told that a force
of twelve thousand Israelites slew all the males of the Midianites,
took captive all the females and children, seized all their cattle and
flocks, (seventy-two thousand oxen, sixty one thousand asses, six
hundred and seventy-five thousand sheep,) and all their goods, and
burnt all their cities, and all their goodly castles, without the loss
of a single man,--and then, by command of Moses, butchered in cold
blood all the women, except ""the women-children and virgins, to be
given to the priests and soldiers.""",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_088,neutral,neutral
"She maketh herself coverings of tapestry; her clothing is silk and
purple.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_193,neutral,neutral
"Nevertheless, let every one of you in particular so love his wife
even as himself: and the wife see that she reverence her husband.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_244,love,love
"Accordingly, she
harnessed her mule and hastened to the prophet, who promptly returned
with her and restored him to life.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_177,neutral,neutral
"Phebe was the
bishop of the Church in Cenchrea, and that she was both a powerful and
useful overseer in the episcopate, Paul testifies in affirming that she
had not only been a helper to him, but to many others also.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_240,neutral,neutral
"This she often sold on the way, and bought something which
Naomi needed.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_144,neutral,neutral
"The idea that it is better to love the Lord than to love your wife or
husband is infinitely absurd.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_241,annoyance,annoyance
"Painless child-bearing is a
physiological problem; and ""the curse"" has never borne upon the woman
whose life had been in strict accord with the laws of life.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_250,neutral,neutral
"If by ""emancipation"" is meant the social, legal and political position
of women, and if by the ""Bible"" the authorized version of the Old
Testament, it would be difficult to prove that the opponents of that
emancipation have not derived their narrow views from many passages in
the Bible.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_264,neutral,neutral
"She was called the Queen of the South,
supposed to be in Africa.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_165,neutral,neutral
"She refused the king's orders to
grace with her presence his revelling court.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_183,neutral,neutral
"10 Well reported of for her good works; if she have brought up
children, if she have lodged strangers, if she have washed the saints'
feet, if she have relieved the afflicted, if she have diligently
followed every good work.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_252,admiration,admiration
"Our Norse ancestors, whose myths
were of a very exalted nature, recorded in their Bible, the Edda, that
one day the sons of Bor (a frost giant), Odin, Hoener, and Loder, found
two trees on the sea beach, and from them created the first human pair,
man and woman.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_020,neutral,neutral
"He understood a mother's boundless love,
that the true mother would infinitely prefer that her rival should
retain her infant than that the child should be divided between them.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_164,neutral,neutral
"The Rev. T. DeWitt Talmage says:
""You might as well have a 'Shoemakers' Bible'; the Scriptures apply to
women as we'll as to men.""",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_119,neutral,neutral
"The woman answered and said, I have no husband.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_227,neutral,neutral
"As that
light is uncovered in individual souls the inner meaning of the Bible
will appear, woman's nature as the individual and her true relativity
to man be seen.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_264,neutral,neutral
"Paula founded and endowed monasteries, won to the Christian cause
allegiance from one of the noblest families of Greece and Rome, and
originated within the monasteries the occupation of copying
manuscripts, to which civilization is indebted for the preservation of
much precious literature; but her most important service to the Church
was her co-labor with Jerome in the great task of translating the
Jewish scriptures from the original Hebrew into Latin.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_225,neutral,neutral
"This young woman, who had been crowned by her royal master
because she ""pleased"" him, was called upon by the peril of her people,
whom Haman was seeking to destroy, to place her own life in jeopardy,
by venturing to obtain audience with the king, without having been
summoned into his presence.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_188,neutral,neutral
"This romantic pastoral is most instructive as to the high position which
women really held among the people whose religious history is the
foundation of our own, and still further substantiates our claim that
the Bible does not teach woman's subordination.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_033,neutral,neutral
"In addition to these good works of
motherhood in the family, woman has ministered to the necessities and
the comfort of the sick, the feeble and the poor, through the centuries.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_246,admiration,admiration
"When Mary was come where Jesus was, and saw him, she fell down at
his feet, saying unto him, Lord, if thou hadst been here, my brother
had not died.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_229,neutral,neutral
"Naomi was told by the spirit
of prophecy, says the Chaldee, that from her line should descend six
of the most righteous men of the age, namely, David, Daniel, his three
compeers and the King Messiah.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_145,neutral,neutral
"To what
extent the sentiment of the Hebrews favored sons rather than daughters,
and the injustice of this distinction is fully exemplified by the
stories of Abraham and Isaac, and of Jephthah and his daughter.",The Woman's Bible,Elizabeth Cady Stanton,1895,EC_132,neutral,neutral
"Jennie looked at the wall in amazement, but I told her merrily that I
did it out of pure spite at the vicious thing.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_011,excitement,excitement
"but I told her I should
undoubtedly rest better for a night all alone.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_011,neutral,neutral
She tried to get me out of the room—it was too patent!,The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_012,neutral,neutral
"“What is it, little girl?” he said.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_007,neutral,neutral
"Then in the very bright spots she keeps still, and in the very shady
spots she just takes hold of the bars and shakes them hard.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_010,neutral,neutral
"I see her in
those dark grape arbors, creeping all around the garden.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_010,neutral,neutral
"I fancy it is the pattern that keeps
her so still.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_008,neutral,neutral
"I see her on that long road under the trees, creeping along, and when a
carriage comes she hides under the blackberry vines.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_010,neutral,neutral
"She is a perfect, and enthusiastic housekeeper, and hopes for no better
profession.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_004,admiration,admiration
"I see her on that long shaded lane, creeping up and down.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_010,neutral,neutral
"said he with a big hug; “she shall be as sick
as she pleases!",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_007,neutral,neutral
"I had a friend who was in his
hands once, and she says he is just like John and my brother, only more
so!",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_005,neutral,neutral
"I don’t like to look out of the windows even—there are so many of those
creeping women, and they creep so fast.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_012,disapproval,disapproval
There’s sister on the stairs!,The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_005,neutral,neutral
"So now she is gone, and the servants are gone, and the things are gone,
and there is nothing left but that great bedstead nailed down, with the
canvas mattress we found on it.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_012,sadness,sadness
"I verily believe she thinks it is the writing which made me
sick!",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_005,neutral,neutral
"And though I always see her she may be able to creep faster than I can
turn!",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_011,neutral,neutral
I don’t blame her a bit.,The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_010,neutral,neutral
"She didn’t know I was in the room, and when I asked her in a quiet, a
very quiet voice, with the most restrained manner possible, what she
was doing with the paper she turned around as if she had been caught
stealing, and looked quite angry—asked me why I should frighten her so!",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_009,neutral,neutral
"If that woman
does get out, and tries to get away, I can tie her!",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_012,neutral,neutral
"I didn’t realize for a long time what the thing was that showed
behind,—that dim sub-pattern,—but now I am quite sure it is a woman.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_008,realization,realization
"John is kept in town very often by
serious cases, and Jennie is good and lets me alone when I want her to.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_005,admiration,admiration
"By daylight she is subdued, quiet.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_008,neutral,neutral
I think that woman gets out in the daytime!,The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_010,neutral,neutral
"She laughed and said she wouldn’t mind doing it herself, but I must not
get tired.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_011,amusement,amusement
And she is all the time trying to climb through.,The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_010,neutral,neutral
"The faint figure behind seemed to shake the pattern, just as if she
wanted to get out.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_007,neutral,neutral
It is fortunate Mary is so good with the baby.,The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_003,admiration,admiration
How she betrayed herself that time!,The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_011,neutral,neutral
And I’ll tell you why—privately—I’ve seen her!,The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_010,neutral,neutral
"Besides, I don’t want anybody to get that
woman out at night but myself.",The Yellow Wallpaper,Charlotte Perkins Gilman,1892,CP_011,neutral,neutral
