sentence,title,author,year,chunk_id,inferred_emotion,sentence_length
"He isn’t
sentimental, doesn’t say much about it, but I see and feel it in all he
says and does, and it makes me so happy and so humble that I don’t seem
to be the same girl I was.",Little Women,Louisa May Alcott,1868,LM_342,joy,40
"Oh, Mother, I never knew how much like heaven
this world could be, when two people love and live for one another!”",Little Women,Louisa May Alcott,1868,LM_342,joy,22
"A restless spirit possessed her, and the old feeling came again,
not bitter as it once was, but a sorrowfully patient wonder why one
sister should have all she asked, the other nothing.",Little Women,Louisa May Alcott,1868,LM_342,sadness,33
"It was her favorite way of spending the hour of
dusk.",Little Women,Louisa May Alcott,1868,LM_343,joy,11
"Her face looked
tired, grave, and rather sad, for tomorrow was her birthday, and she
was thinking how fast the years went by, how old she was getting, and
how little she seemed to have accomplished.",Little Women,Louisa May Alcott,1868,LM_343,sadness,36
"There was a good deal
to show, and by-and-by she saw, and was grateful for it.",Little Women,Louisa May Alcott,1868,LM_343,joy,16
"Just recollect
the good aunts who have not only lectured and fussed, but nursed and
petted, too often without thanks, the scrapes they have helped you out
of, the tips they have given you from their small store, the stitches
the patient old fingers have set for you, the steps the willing old
feet have taken, and gratefully pay the dear old ladies the little
attentions that women love to receive as long as they live.",Little Women,Louisa May Alcott,1868,LM_344,joy,76
"Then she knew him, and flew up, crying joyfully...",Little Women,Louisa May Alcott,1868,LM_344,joy,9
"“Dear Jo, you are glad to see me, then?”",Little Women,Louisa May Alcott,1868,LM_344,joy,9
"Now I’ve done it,” and he looked so guilty that Jo
was down on him like a flash.",Little Women,Louisa May Alcott,1868,LM_345,sadness,18
"Jo laughed at that as she had not done for many a long day, and patted
the sofa invitingly, as she said in a cordial tone, “The old pillow is
up garret, and we don’t need it now.",Little Women,Louisa May Alcott,1868,LM_345,joy,38
"“Now really, Jo, you ought to treat me with more respect,” began
Laurie, who enjoyed it all immensely.",Little Women,Louisa May Alcott,1868,LM_345,joy,18
"answered Jo, smiling all
over her face, so infectiously that they had another laugh, and then
settled down for a good talk, quite in the pleasant old fashion.",Little Women,Louisa May Alcott,1868,LM_345,joy,28
"Isn’t it jolly to hear her?” said
Laurie to the fire, and the fire glowed and sparkled as if it quite
agreed.",Little Women,Louisa May Alcott,1868,LM_346,joy,22
“How did you ever get Aunt to agree?”,Little Women,Louisa May Alcott,1868,LM_346,surprise,8
"“Six weeks ago, at the American consul’s, in Paris, a very quiet
wedding of course, for even in our happiness we didn’t forget dear
little Beth.”",Little Women,Louisa May Alcott,1868,LM_346,joy,26
"Amy had once called Valrosa a regular
honeymoon home, so we went there, and were as happy as people are but
once in their lives.",Little Women,Louisa May Alcott,1868,LM_347,joy,25
"As I told you in my letter when I wrote that Amy had been so kind to
me, I never shall stop loving you, but the love is altered, and I have
learned to see that it is better as it is.",Little Women,Louisa May Alcott,1868,LM_347,joy,42
"Upon my word, I was so tumbled up in my mind,
at one time, that I didn’t know which I loved best, you or Amy, and
tried to love you both alike.",Little Women,Louisa May Alcott,1868,LM_347,joy,32
"You both got
into your right places, and I felt sure that it was well off with the
old love before it was on with the new, that I could honestly share my
heart between sister Jo and wife Amy, and love them dearly.",Little Women,Louisa May Alcott,1868,LM_347,joy,44
"“I’ll believe it, with all my heart, but, Teddy, we never can be boy
and girl again.",Little Women,Louisa May Alcott,1868,LM_347,joy,17
"I shall miss
my boy, but I shall love the man as much, and admire him more, because
he means to be what I hoped he would.",Little Women,Louisa May Alcott,1868,LM_347,joy,27
"We can’t be little playmates any
longer, but we will be brother and sister, to love and help one another
all our lives, won’t we, Laurie?”",Little Women,Louisa May Alcott,1868,LM_348,joy,26
"Presently Jo said cheerfully, for she didn’t want the coming home
to be a sad one, “I can’t make it true that you children are really
married and going to set up housekeeping.",Little Women,Louisa May Alcott,1868,LM_348,joy,33
"I flatter myself I’m a ‘gentleman growed’ as Peggotty
said of David, and when you see Amy, you’ll find her rather a
precocious infant,” said Laurie, looking amused at her maternal air.",Little Women,Louisa May Alcott,1868,LM_348,joy,32
"“You are the same Jo still, dropping tears about one minute, and
laughing the next.",Little Women,Louisa May Alcott,1868,LM_349,joy,15
“I was wondering how you and Amy get on together.”,Little Women,Louisa May Alcott,1868,LM_349,surprise,10
"In fact, I
rather like it, for she winds one round her finger as softly and
prettily as a skein of silk, and makes you feel as if she was doing you
a favor all the while.”",Little Women,Louisa May Alcott,1868,LM_349,joy,37
"“That ever I should live to see you a henpecked husband and enjoying
it!” cried Jo, with uplifted hands.",Little Women,Louisa May Alcott,1868,LM_349,joy,19
"Jo liked that, and thought the new dignity very becoming, but the boy
seemed changing very fast into the man, and regret mingled with her
pleasure.",Little Women,Louisa May Alcott,1868,LM_349,sadness,26
"“She can blow him up as well as shine on him,” laughed Laurie.",Little Women,Louisa May Alcott,1868,LM_349,joy,13
"Where’s my
dear old Jo?”",Little Women,Louisa May Alcott,1868,LM_349,surprise,5
"Mrs. March and
her husband smiled and nodded at each other with happy faces, for they
saw that their youngest had done well, not only in worldly things, but
the better wealth of love, confidence, and happiness.",Little Women,Louisa May Alcott,1868,LM_350,joy,37
"“Love has done much for our little girl,” said her mother softly.",Little Women,Louisa May Alcott,1868,LM_350,joy,12
"“She has had a good example before her all her life, my dear,” Mr.
March whispered back, with a loving look at the worn face and gray head
beside him.",Little Women,Louisa May Alcott,1868,LM_350,joy,30
"Will you have hash or fishballs for breakfast?”
asked Hannah, who wisely mingled poetry and prose.",Little Women,Louisa May Alcott,1868,LM_351,surprise,16
"She opened with hospitable haste, and started as if another ghost had
come to surprise her, for there stood a tall bearded gentleman, beaming
on her from the darkness like a midnight sun.",Little Women,Louisa May Alcott,1868,LM_352,surprise,33
"My sister and friends have just come
home, and we are all very happy.",Little Women,Louisa May Alcott,1868,LM_352,joy,14
"My heart was sore for you when I heard that,” and he
shook hands again, with such a sympathetic face that Jo felt as if no
comfort could equal the look of the kind eyes, the grasp of the big,
warm hand.",Little Women,Louisa May Alcott,1868,LM_352,sadness,42
"Poor Jo, how she did glorify that plain man, as she
sat knitting away so quietly, yet letting nothing escape her, not even
the fact that Mr. Bhaer actually had gold sleeve-buttons in his
immaculate wristbands.",Little Women,Louisa May Alcott,1868,LM_354,sadness,36
"The maneuver did not succeed as well as she expected, however, for
though just in the act of setting fire to a funeral pyre, the Professor
dropped his torch, metaphorically speaking, and made a dive after the
little blue ball.",Little Women,Louisa May Alcott,1868,LM_354,sadness,40
"“We must have our sing, in the good old way, for we are all together
again once more,” said Jo, feeling that a good shout would be a safe
and pleasant vent for the jubilant emotions of her soul.",Little Women,Louisa May Alcott,1868,LM_354,joy,39
"The beloved instrument, seldom touched now had not been moved,
and above it Beth’s face, serene and smiling, as in the early days,
looked down upon them, seeming to say, “Be happy.",Little Women,Louisa May Alcott,1868,LM_354,joy,32
"There, oh there, might I with thee,
O, my beloved, go and one listener was so thrilled by the tender invitation that she
longed to say she did know the land, and would joyfully depart thither
whenever he liked.",Little Women,Louisa May Alcott,1868,LM_355,joy,39
"“My wife and I are very glad to meet you, sir.",Little Women,Louisa May Alcott,1868,LM_355,joy,11
"“I know he is a good one,” added Mrs. March, with decided approval, as
she wound up the clock.",Little Women,Louisa May Alcott,1868,LM_355,joy,19
"She wondered what the business was that brought Mr. Bhaer to the city,
and finally decided that he had been appointed to some great honor,
somewhere, but had been too modest to mention the fact.",Little Women,Louisa May Alcott,1868,LM_356,surprise,35
"“Please, Madam Mother, could you lend me my wife for half an hour?",Little Women,Louisa May Alcott,1868,LM_356,joy,13
"“I shouldn’t have come over if I could have helped it, but I can’t get
on without my little woman any more than a...”",Little Women,Louisa May Alcott,1868,LM_356,sadness,24
"“Exactly, for Amy keeps me pointing due west most of the time, with
only an occasional whiffle round to the south, and I haven’t had an
easterly spell since I was married.",Little Women,Louisa May Alcott,1868,LM_356,joy,32
